NA,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs.1,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
3,Tata,Nano Genx,Xta,334768.00,624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,23.60,0.00,21.9 km/litre,NA,725 kg,5,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,Only Front Windows,NA,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Automatic,2230 mm,4 B X 12,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,94 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Tata,Nano Genx,Xm,272223.00,624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,23.60,0.00,23.6 km/litre,NA,725 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,NA,NA,NA,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Manual,2230 mm,4 B X 12,NA,Yes,Not on offer,NA,Yes,2 years /75000 Kms (years/distance whichever comes first),NA,Internal,110 litres,NA,NA,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),NA,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Tata,Nano Genx,Xma,314815.00,624 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,23.60,0.00,21.9 km/litre,NA,710 kg,5,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,NA,NA,NA,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4,Fabric,Automatic,2230 mm,4 B X 12,NA,Yes,Not on offer,NA,Yes,2 years /75000 Kms (years/distance whichever comes first),NA,Internal,94 litres,NA,NA,Yes,Digital,Not on offer,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),NA,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,Maruti Suzuki,S-Presso,Std,370500.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.4 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,NA,NA,NA,NA,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,NA,NA,Not on offer,NA,NA,NA,NA,Internal,NA,NA,NA,Yes,NA,Not on offer,NA,NA,NA,NA,NA,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1170 kg,Driver frontal airbag,Yes,Yes,NA,NA,1,11.0:1,NA,NA,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Maruti Suzuki,S-Presso,Std (O),376500.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.4 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,NA,NA,NA,NA,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,NA,NA,Not on offer,NA,NA,NA,NA,Internal,NA,NA,NA,Yes,NA,Not on offer,NA,NA,NA,NA,NA,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,NA,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,NA,NA,2,11.0:1,NA,NA,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,Maruti Suzuki,S-Presso,Lxi,409000.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.4 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Yes,NA,NA,NA,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,NA,NA,Not on offer,NA,NA,NA,NA,Internal,NA,NA,NA,Yes,NA,Not on offer,NA,NA,NA,NA,NA,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1170 kg,Driver frontal airbag,Yes,Yes,NA,NA,1,11.0:1,NA,NA,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,Maruti Suzuki,S-Presso,Lxi (O),415000.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.4 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Yes,NA,NA,NA,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,NA,NA,Not on offer,NA,NA,NA,NA,Internal,NA,NA,NA,Yes,NA,Not on offer,NA,NA,NA,NA,NA,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,NA,NA,2,11.0:1,NA,NA,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,Maruti Suzuki,S-Presso,Vxi,432500.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.7 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Yes,Only Front Windows,NA,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,NA,NA,USB & Aux-in,NA,Yes,NA,Yes,Internal,NA,NA,Yes,Yes,NA,Not on offer,Yes,NA,NA,NA,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,NA,1170 kg,Driver frontal airbag,Yes,Yes,NA,Yes,1,11.0:1,NA,NA,NA,Rear sensors,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,Maruti Suzuki,S-Presso,Vxi (O),438500.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.7 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Yes,Only Front Windows,NA,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,NA,NA,USB & Aux-in,NA,Yes,NA,Yes,Internal,NA,NA,Yes,Yes,NA,Not on offer,Yes,NA,NA,NA,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,NA,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,NA,Yes,2,11.0:1,NA,NA,NA,Rear sensors,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,Maruti Suzuki,S-Presso,Vxi Ags,475500.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.7 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Yes,Only Front Windows,NA,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380 mm,145/80 R13,NA,NA,USB & Aux-in,NA,Yes,NA,Yes,Internal,NA,NA,Yes,Yes,NA,Not on offer,Yes,NA,NA,NA,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,NA,1170 kg,Driver frontal airbag,Yes,Yes,NA,NA,1,11.0:1,NA,NA,NA,Rear sensors,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,Maruti Suzuki,S-Presso,Vxi+,456000.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.7 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Electric Power,All Windows,NA,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,"Analog, Digital",Yes,5,Fabric,Manual,2380 mm,145/80 R13,NA,Yes,USB & Aux-in,Yes,Yes,NA,Yes,Internal,NA,NA,Yes,Yes,Digital,Front,Yes,Front,NA,NA,Yes,Internal,Analog,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes,NA,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,NA,Yes,2,11.0:1,NA,NA,NA,Rear sensors,NA,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,Maruti Suzuki,S-Presso,Vxi (O) Ags,481500.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.7 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Yes,Only Front Windows,NA,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380 mm,145/80 R13,NA,NA,USB & Aux-in,NA,Yes,NA,Yes,Internal,NA,NA,Yes,Yes,NA,Not on offer,Yes,NA,NA,NA,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,NA,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,NA,Yes,2,11.0:1,NA,NA,NA,Rear sensors,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,Maruti Suzuki,S-Presso,Vxi+ Ags,499000.00,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,0.00,0.00,21.7 km/litre,NA,726 kg,5,NA,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,NA,NA,145/80 R13,145/80 R13,Electric Power,All Windows,NA,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Digital,Digital,Yes,5,Fabric,AMT,2380 mm,145/80 R13,NA,Yes,USB & Aux-in,Yes,Yes,NA,Yes,Internal,NA,NA,Yes,Yes,Digital,Front,Yes,NA,Yes,NA,Yes,Internal,Digital,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Normal,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,NA,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,NA,Yes,2,11.0:1,NA,NA,NA,Rear sensors,NA,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Datsun,Redi-Go,D,279650.00,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38,24.00,25.17 km/litre,NA,NA,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,NA,NA,80/155R13,80/155R13,NA,NA,NA,NA,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,NA,Yes,Not on offer,NA,Yes,2 years / Unlimited Kms,NA,Internal,222 litres,NA,NA,Yes,NA,Not on offer,Yes,NA,Yes,2 Years/Unlimited Kms (Whichever comes earlier),NA,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Datsun,Redi-Go,T,351832.00,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38,24.00,25.17 km/litre,NA,NA,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,NA,NA,80/155R13,80/155R13,Electric Power,Only Front Windows,NA,NA,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,NA,Internal,222 litres,Yes,Yes,Yes,NA,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Datsun,Redi-Go,A,333419.00,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38,24.00,25.17 km/litre,NA,NA,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,NA,NA,80/155R13,80/155R13,Electric Power,NA,NA,NA,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,NA,Yes,Not on offer,NA,Yes,2 years / Unlimited Kms,NA,Internal,222 litres,NA,NA,Yes,NA,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),NA,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Datsun,Redi-Go,S,362000.00,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,21.38,24.00,25.17 km/litre,NA,NA,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,NA,NA,80/155R13,80/155R13,Electric Power,NA,NA,NA,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,NA,"With Remote, Internal",222 litres,Yes,NA,Yes,NA,Not on offer,Yes,NA,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Datsun,Redi-Go,1.0 S,390000.00,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,0.00,0.00,22.5 km/litre,NA,NA,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,NA,NA,80/155R13,80/155R13,Electric Power,NA,NA,NA,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5,Fabric,Manual,2348 mm,80/155R13,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,NA,"With Remote, Internal",222 litres,Yes,NA,Yes,NA,Front,Yes,Yes,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Datsun,Redi-Go,1.0 S Amt,437065.00,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,0.00,0.00,23 km/litre,NA,NA,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,NA,NA,155/80R13,155/80R13,Electric Power,Only Front Windows,NA,Yes,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5,Fabric,Automatic,2348 mm,155/80R13,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,NA,"Internal, With Remote",222 litres,Yes,Yes,Yes,NA,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rear sensors,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
